Title,Description_URL,Exercise_Image,Exercise_Image1,muscle_gp_details,equipment_details,equipment,muscle_group
Push-Ups - Close Triceps Position,https://www.bodybuilding.com/exercises/push-ups-close-triceps-position,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-104a-close-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-104a-close-push-up-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Triceps
Push-Ups With Feet On An Exercise Ball,https://www.bodybuilding.com/exercises/push-ups-with-feet-on-an-exercise-ball,,,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Chest
Push-jerk,,,,,,,Quadriceps
Push-press,https://www.bodybuilding.com/exercises/push-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-39b-push-press-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Quadriceps
Pushups,https://www.bodybuilding.com/exercises/pushups,,,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Chest
Pyramid,,,,,,,Lower Back
Quadriceps SMR,,,,,,,Quadriceps
Rack Deadlift,,,,,,,Null
Rack Delivery,,,,,,,Shoulders
Rack Pull with Bands,https://www.bodybuilding.com/exercises/rack-pull-with-bands,https://www.bodybuilding.com/exercises/exerciseImages/sequences/741/Male/m/741_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/741/Male/m/741_2.jpg,https://www.bodybuilding.com/exercises/muscle/lower-back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Lower Back
Rack Pull with Bands,https://www.bodybuilding.com/exercises/rack-pull-with-bands,,,https://www.bodybuilding.com/exercises/muscle/lower-back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Lower Back
Rack pull,,,,,,,Lower Back
Rear Delt Raises,,,,,,,Null
Rear Leg Raises,,,,,,,Quadriceps
Recumbent Bike,,,,,,,Quadriceps
Renegade Row,,,,,,,Null
Return Push from Stance,,,,,,,Shoulders
Reverse Band Box Squat,https://www.bodybuilding.com/exercises/reverse-band-box-squat,https://www.bodybuilding.com/exercises/exerciseImages/sequences/753/Male/m/753_2.jpg,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/finder,,Quadriceps
Reverse Band Deadlift,,,,,,,Lower Back
Reverse Bar Curl,,,,,,,Null
Reverse Barbell Preacher Curls,https://www.bodybuilding.com/exercises/reverse-barbell-preacher-curls,,,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/equipment/ez-curl-bar,E-Z Curl Bar,Biceps
Reverse Cable Curl,https://www.bodybuilding.com/exercises/reverse-cable-curl,https://www.bodybuilding.com/exercises/exerciseImages/sequences/141/Male/m/141_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/141/Male/m/141_2.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Biceps
Reverse Flyes With External Rotation,,,,,,,Shoulders
Reverse Grip Bench Press,,,,,,,Null
Reverse Grip Triceps Pushdown,https://www.bodybuilding.com/exercises/reverse-grip-triceps-pushdown,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-19c-reverse-grip-cable-straight-bar-push-down-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Triceps
Reverse Grip Triceps Pushdown,https://www.bodybuilding.com/exercises/reverse-grip-triceps-pushdown,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-19c-reverse-grip-cable-straight-bar-push-down-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-19c-reverse-grip-cable-straight-bar-push-down-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Triceps
Reverse Hyperextension,,,,,,,Hamstrings
Reverse Machine Flyes,,,,,,,Shoulders
Reverse Plank,,,,,,,Null
Reverse Plate Curls,,,,,,,Biceps
Reverse crunch,https://www.bodybuilding.com/exercises/reverse-crunch,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-263a-reverse-crunch-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-263a-reverse-crunch-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Abdominals
Reverse-grip barbell curl,,,,,,,Biceps
Reverse-grip bench press,https://www.bodybuilding.com/exercises/reverse-triceps-bench-press,,,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Triceps
Reverse-grip bent-over row,https://www.bodybuilding.com/exercises/reverse-grip-bent-over-rows,,,https://www.bodybuilding.com/exercises/muscle/middle-back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Middle Back
Reverse-grip bent-over row,https://www.bodybuilding.com/exercises/reverse-grip-bent-over-rows,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-02b-reverse-grip-bent-over-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-02b-reverse-grip-bent-over-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Middle Back
Reverse-grip incline dumbbell bench press,https://www.bodybuilding.com/exercises/incline-dumbbell-press-reverse-grip,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-4n-reverse-grip-incline-dumbbell-bench-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-4n-reverse-grip-incline-dumbbell-bench-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Chest
Reverse-grip lat pull-down,https://www.bodybuilding.com/exercises/underhand-cable-pulldowns,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-74c-reverse-grip-lat-pull-down-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-74c-reverse-grip-lat-pull-down-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Lats
Rhomboids SMR,,,,,,,Middle Back
Rickshaw Carry,https://www.bodybuilding.com/exercises/rickshaw-carry,https://www.bodybuilding.com/exercises/exerciseImages/sequences/742/Male/m/742_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/742/Male/m/742_2.jpg,https://www.bodybuilding.com/exercises/muscle/forearms,https://www.bodybuilding.com/exercises/equipment/other,Other,Forearms
Rickshaw Deadlift,,,,,,,Quadriceps
Ring Dips,,,,,,,Null
Ring dip,https://www.bodybuilding.com/exercises/ring-dips,,,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Triceps
Rocket Jump,,,,,,,Quadriceps
Rocking Standing Calf Raise,https://www.bodybuilding.com/exercises/rocking-standing-calf-raise,,,https://www.bodybuilding.com/exercises/muscle/calves,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Calves
Rocky Pull-Ups/Pulldowns,https://www.bodybuilding.com/exercises/rocky-pull-upspulldowns,,,https://www.bodybuilding.com/exercises/muscle/lats,https://www.bodybuilding.com/exercises/equipment/other,Other,Lats
Rocky Pull-Ups/Pulldowns,https://www.bodybuilding.com/exercises/rocky-pull-upspulldowns,https://www.bodybuilding.com/exercises/exerciseImages/sequences/279/Male/m/279_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/279/Male/m/279_2.jpg,https://www.bodybuilding.com/exercises/muscle/lats,https://www.bodybuilding.com/exercises/equipment/other,Other,Lats
Roman Chair,,,,,,,Null
Romanian Deadlift,,,,,,,Hamstrings
Romanian Deadlift With Dumbbells,https://www.bodybuilding.com/exercises/romanian-deadlift-with-dumbbells,,,https://www.bodybuilding.com/exercises/muscle/hamstrings,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Hamstrings
Romanian Deadlift from Deficit,https://www.bodybuilding.com/exercises/romanian-deadlift-from-deficit,,,https://www.bodybuilding.com/exercises/muscle/hamstrings,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Hamstrings
Romanian Deadlift with Kettlebell,,,,,,,Hamstrings
Rope Crunch,https://www.bodybuilding.com/exercises/rope-crunch,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-35c-kneeling-cable-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-35c-kneeling-cable-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Abdominals
Rope climb,https://www.bodybuilding.com/exercises/rope-climb,,,https://www.bodybuilding.com/exercises/muscle/lats,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Lats
Rope climb,https://www.bodybuilding.com/exercises/rope-climb,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-155s-rope-climb-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-155s-rope-climb-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Lats
Row,,,,,,,Null
Rower,https://www.bodybuilding.com/exercises/rowing-stationary,,,https://www.bodybuilding.com/exercises/muscle/middle-back,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Middle Back
"Rowing, Lying on Bench",,,,,,,Null
"Rowing, Seated",,,,,,,Null
"Rowing, T-bar",,,,,,,Null
Run,,,,,,,Null
Run - Interval Training,,,,,,,Null
Run - Treadmill,,,,,,,Null
Runner's Stretch,,,,,,,Hamstrings
Russian twist,https://www.bodybuilding.com/exercises/russian-twist,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-262a-russian-twist-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-262a-russian-twist-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Abdominals
Scapular Pull-Up,,,,,,,Traps
Scissor Kick,,,,,,,Abdominals
Scissors,,,,,,,Null
Scissors Jump,https://www.bodybuilding.com/exercises/scissors-jump,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-42a-alternating-lunge-jump-m4-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-42a-alternating-lunge-jump-m5-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Quadriceps
Seated Back Extension,,,,,,,Lower Back
Seated Bent-Over One-Arm Dumbbell Triceps Extension,,,,,,,Triceps
Seated Bent-Over Two-Arm Dumbbell Triceps Extension,,,,,,,Triceps
Seated Biceps,,,,,,,Biceps
Seated Cable Rows,https://www.bodybuilding.com/exercises/seated-cable-rows,,,https://www.bodybuilding.com/exercises/muscle/middle-back,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Middle Back
Seated Calf Raise,https://www.bodybuilding.com/exercises/seated-calf-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13m-machine-seated-calf-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13m-machine-seated-calf-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/calves,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Calves
Seated Calf Stretch,,,,,,,Calves
Seated Close-Grip Concentration Barbell Curl,https://www.bodybuilding.com/exercises/seated-close-grip-concentration-barbell-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Biceps
Seated Dumbbell Inner Biceps Curl,,,,,,,Biceps
Seated Dumbbell Palms-Up Wrist Curl,,,,,,,Forearms
Seated Dumbbell Press,https://www.bodybuilding.com/exercises/seated-dumbbell-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50e-seated-dumbbell-shoulder-press-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Shoulders
Seated Dumbbell Press,https://www.bodybuilding.com/exercises/seated-dumbbell-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50e-seated-dumbbell-shoulder-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50e-seated-dumbbell-shoulder-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Shoulders
Seated Flat Bench Leg Pull-In,https://www.bodybuilding.com/exercises/seated-flat-bench-leg-pull-in,,,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/finder,Weight Bench,Abdominals
Seated Flat Bench Leg Pull-In,https://www.bodybuilding.com/exercises/seated-flat-bench-leg-pull-in,https://www.bodybuilding.com/exercises/exerciseImages/sequences/93/Male/m/93_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/93/Male/m/93_2.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/finder,Weight Bench,Abdominals
Seated Floor Hamstring Stretch,,,,,,,Hamstrings
Seated Front Deltoid,,,,,,,Shoulders
Seated Glute,,,,,,,Glutes
Seated Good Mornings,,,,,,,Lower Back
Seated Hamstring,,,,,,,Hamstrings
Seated Head Harness Neck Resistance,,,,,,,Neck
Seated Leg Curl,,,,,,,Hamstrings
Seated Leg Press,,,,,,,Quadriceps
Seated One-Arm Dumbbell Palms-Down Wrist Curl,https://www.bodybuilding.com/exercises/seated-one-arm-dumbbell-palms-down-wrist-curl,,,https://www.bodybuilding.com/exercises/muscle/forearms,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Forearms
Seated One-Arm Dumbbell Palms-Up Wrist Curl,https://www.bodybuilding.com/exercises/seated-one-arm-dumbbell-palms-up-wrist-curl,https://www.bodybuilding.com/exercises/exerciseImages/sequences/386/Male/m/386_1.jpg,,https://www.bodybuilding.com/exercises/muscle/forearms,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Forearms
Seated One-Arm Dumbbell Palms-Up Wrist Curl,https://www.bodybuilding.com/exercises/seated-one-arm-dumbbell-palms-up-wrist-curl,,,https://www.bodybuilding.com/exercises/muscle/forearms,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Forearms
Seated Overhead Stretch,,,,,,,Abdominals
Seated Palms-Down Barbell Wrist Curl,https://www.bodybuilding.com/exercises/seated-palms-down-barbell-wrist-curl,https://www.bodybuilding.com/exercises/exerciseImages/sequences/389/Male/m/389_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/389/Male/m/389_2.jpg,https://www.bodybuilding.com/exercises/muscle/forearms,https://www.bodybuilding.com/exercises/finder,,Forearms
Seated Palms-Down Barbell Wrist Curl,https://www.bodybuilding.com/exercises/seated-palms-down-barbell-wrist-curl,,,https://www.bodybuilding.com/exercises/muscle/forearms,https://www.bodybuilding.com/exercises/finder,,Forearms
Seated Scissor Kick,,,,,,,Abdominals
Seated Side Lateral Raise,https://www.bodybuilding.com/exercises/seated-side-lateral-raise,,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Shoulders
Seated Triceps Press,,,,,,,Null
Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,https://www.bodybuilding.com/exercises/seated-two-arm-palms-up-low-pulley-wrist-curl,,,https://www.bodybuilding.com/exercises/muscle/forearms,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Forearms
Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,https://www.bodybuilding.com/exercises/seated-two-arm-palms-up-low-pulley-wrist-curl,https://www.bodybuilding.com/exercises/exerciseImages/sequences/7/Male/m/7_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/7/Male/m/7_2.jpg,https://www.bodybuilding.com/exercises/muscle/forearms,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Forearms
Seated bar twist,,,,,,,Abdominals
Seated barbell shoulder press,https://www.bodybuilding.com/exercises/seated-barbell-military-press,,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Shoulders
Seated cable shoulder press,https://www.bodybuilding.com/exercises/seated-cable-shoulder-press,,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Shoulders
Seated dumbbell biceps curl,https://www.bodybuilding.com/exercises/seated-dumbbell-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Biceps
Seated dumbbell shoulder press,https://www.bodybuilding.com/exercises/dumbbell-shoulder-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50e-seated-dumbbell-shoulder-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50e-seated-dumbbell-shoulder-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Shoulders
Seated face pull,https://www.bodybuilding.com/exercises/low-pulley-row-to-neck,,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Shoulders
Seated face pull,https://www.bodybuilding.com/exercises/low-pulley-row-to-neck,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70c-seated-face-pull-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70c-seated-face-pull-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Shoulders
Seated finger curl,https://www.bodybuilding.com/exercises/finger-curls,,,https://www.bodybuilding.com/exercises/muscle/forearms,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Forearms
Seated leg tuck,,,,,,,Abdominals
Seated palms-down wrist curl,https://www.bodybuilding.com/exercises/seated-dumbbell-palms-down-wrist-curl,,,https://www.bodybuilding.com/exercises/muscle/forearms,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Null
Seated palms-down wrist curl-,,,,,,,Forearms
Seated palms-up wrist curl,https://www.bodybuilding.com/exercises/seated-palm-up-barbell-wrist-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-65e-seated-palms-up-wrist-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-65e-seated-palms-up-wrist-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/forearms,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Forearms
Seated rear delt fly,https://www.bodybuilding.com/exercises/seated-bent-over-rear-delt-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-47e-seated-rear-delt-fly-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-47e-seated-rear-delt-fly-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Shoulders
Seated triceps press,https://www.bodybuilding.com/exercises/seated-triceps-press,,,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Triceps
See-Saw Press (Alternating Side Press),,,,,,,Shoulders
Shotgun Row,,,,,,,Null
Shotgun row,https://www.bodybuilding.com/exercises/shotgun-row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-37c-shotgun-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-37c-shotgun-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Lats
Shoulder Circles,,,,,,,Shoulders
Shoulder Fly,,,,,,,Null
Shoulder Press - With Bands,,,,,,,Shoulders
"Shoulder Press, Barbell",,,,,,,Null
"Shoulder Press, Dumbbells",,,,,,,Null
"Shoulder Press, on Machine",,,,,,,Null
"Shoulder Press, on Multi Press",,,,,,,Null
Shoulder Raise,,,,,,,Shoulders
Shoulder Shrug,,,,,,,Null
"Shrugs, Barbells",,,,,,,Null
"Shrugs, Dumbbells",,,,,,,Null
Side Bridge,,,,,,,Abdominals
Side Crunch,,,,,,,Null
Side Dumbbell Trunk Flexion,,,,,,,Null
Side Jackknife,,,,,,,Abdominals
Side Lateral Raise,https://www.bodybuilding.com/exercises/side-lateral-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-77d-dumbbell-lateral-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-77d-dumbbell-lateral-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Shoulders
Side Leg Raises,,,,,,,Adductors
Side Lying Groin Stretch,,,,,,,Adductors
Side Neck Stretch,,,,,,,Neck
Side Plank,,,,,,,Null
Side Raise,,,,,,,Null
Side Standing Long Jump,,,,,,,Quadriceps
Side To Side Chins,https://www.bodybuilding.com/exercises/side-to-side-chins,,,https://www.bodybuilding.com/exercises/muscle/lats,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Lats
Side Wrist Pull,https://www.bodybuilding.com/exercises/side-wrist-pull,https://www.bodybuilding.com/exercises/exerciseImages/sequences/442/Male/m/442_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/442/Male/m/442_2.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/none,,Shoulders
Side to Side Push Ups,,,,,,,Null
Side-Lying Floor Stretch,,,,,,,Lats
Side-lying External Rotation,,,,,,,Null
Side-to-side box skip,https://www.bodybuilding.com/exercises/side-to-side-box-shuffle,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-69e-side-to-side-box-skip-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-69e-side-to-side-box-skip-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Quadriceps
Side-to-side push-up,,,,,,,Chest
Single Leg Butt Kick,,,,,,,Quadriceps
Single Leg Push-off,https://www.bodybuilding.com/exercises/single-leg-push-off,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/other,Other,Quadriceps
Single Leg Push-off,https://www.bodybuilding.com/exercises/single-leg-push-off,https://www.bodybuilding.com/exercises/exerciseImages/sequences/818/Male/m/818_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/818/Male/m/818_2.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/other,Other,Quadriceps
Single-Arm Push-Up,https://www.bodybuilding.com/exercises/single-arm-push-up,,,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Chest
Single-Leg Box Jump,,,,,,,Quadriceps
Single-Leg Hop Progression,,,,,,,Quadriceps
Single-Leg Leg Extension,,,,,,,Quadriceps
Single-Leg Press,https://www.bodybuilding.com/exercises/single-leg-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50m-single-leg-leg-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50m-single-leg-leg-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Quadriceps
Single-Leg Stride Jump,,,,,,,Quadriceps
Single-arm Preacher Curl,,,,,,,Null
Single-arm Smith machine upright row,,,,,,,Shoulders
Single-arm bent-over cable rear delt fly,https://www.bodybuilding.com/exercises/bent-over-low-pulley-side-lateral,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48c-single-arm-cable-rear-delt-fly-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48c-single-arm-cable-rear-delt-fly-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Shoulders
Single-arm cable cross-over,https://www.bodybuilding.com/exercises/single-arm-cable-crossover,,,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Chest
Single-arm cable front raise,https://www.bodybuilding.com/exercises/front-cable-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-42c-single-arm-cable-front-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-42c-single-arm-cable-front-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Shoulders
Single-arm cable seated row,https://www.bodybuilding.com/exercises/seated-one-arm-cable-pulley-rows,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-82c-single-arm-cable-seated-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-82c-single-arm-cable-seated-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Middle Back
Single-arm cable triceps extension,https://www.bodybuilding.com/exercises/cable-one-arm-tricep-extension,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-31c-single-arm-cable-triceps-extension-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-31c-single-arm-cable-triceps-extension-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Triceps
Single-arm dumbbell preacher curl,https://www.bodybuilding.com/exercises/one-arm-dumbbell-preacher-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-53s-single-arm-dumbbell-preacher-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-53s-single-arm-dumbbell-preacher-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Biceps
Single-arm dumbbell preacher curl,https://www.bodybuilding.com/exercises/one-arm-dumbbell-preacher-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Biceps
Single-arm dumbbell triceps extension,https://www.bodybuilding.com/exercises/dumbbell-one-arm-triceps-extension,,,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Triceps
Single-arm dumbbell triceps extension,https://www.bodybuilding.com/exercises/dumbbell-one-arm-triceps-extension,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-130d-single-arm-dumbbell-triceps-extension-m2-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-130d-single-arm-dumbbell-triceps-extension-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Triceps
